Estudiante,Región,Nivel,Grado,Institución Educativa,Ambito,Sexo,R Producción de textos,Año,ANALISIS,PADD-R,ID IE,ID2,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Año.1,#
58,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Proceso,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
61,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
62,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
63,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
64,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
65,79. Huancavelica,Secundaria,4 Secundaria,NUESTRA SEÑORA DE LA CANDELARIA,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,Nuestra Sra Candelaria,NUESTRA SEÑORA DE LA CANDELARIA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
1,79. Huancavelica,Primaria,2 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
2,79. Huancavelica,Primaria,2 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN2 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3,79. Huancavelica,Primaria,4 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN4 Primaria,,,,,,,,,,,,,,,,,,,,,,,
4,79. Huancavelica,Primaria,6 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
5,79. Huancavelica,Primaria,6 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
6,79. Huancavelica,Primaria,6 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
7,79. Huancavelica,Primaria,6 Primaria,36789 NUESTRA SEÑORA DEL CARMEN,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,36789,36789 NUESTRA SEÑORA DEL CARMEN6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
9,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
10,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Masculino,Inicio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
11,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
12,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Masculino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
13,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
14,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Masculino,Inicio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
15,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Masculino,Inicio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
16,79. Huancavelica,Primaria,2 Primaria,36207,Rural,Masculino,Inicio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362072 Primaria,,,,,,,,,,,,,,,,,,,,,,,
17,79. Huancavelica,Primaria,4 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362074 Primaria,,,,,,,,,,,,,,,,,,,,,,,
18,79. Huancavelica,Primaria,4 Primaria,36207,Rural,Masculino,Satisfactorio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362074 Primaria,,,,,,,,,,,,,,,,,,,,,,,
19,79. Huancavelica,Primaria,4 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362074 Primaria,,,,,,,,,,,,,,,,,,,,,,,
20,79. Huancavelica,Primaria,4 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362074 Primaria,,,,,,,,,,,,,,,,,,,,,,,
21,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Femenino,Proceso,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
22,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Femenino,Satisfactorio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
23,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Masculino,Satisfactorio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
24,79. Huancavelica,Primaria,6 Primaria,36207,Rural,Femenino,Satisfactorio,2024,SOLO 2022 Y 2024,PADD 2023 Y 2024,36207,362076 Primaria,,,,,,,,,,,,,,,,,,,,,,,
1,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
2,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
4,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
5,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
6,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
7,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
8,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
9,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
10,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
11,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
12,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
13,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
14,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
15,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
16,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
17,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
18,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
19,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
20,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
21,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
22,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
23,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
24,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
25,79. Huancavelica,Secundaria,2 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
26,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
27,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
28,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
29,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Satisfactorio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
30,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
31,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
32,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
33,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
34,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
35,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
36,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
37,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
38,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
39,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
40,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
41,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
42,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
43,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
44,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
45,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
46,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
47,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
48,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
49,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
50,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
51,79. Huancavelica,Secundaria,4 Secundaria,CORAS,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,CORAS,CORAS4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
11,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
12,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
13,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
14,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
15,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
16,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
17,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
18,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
19,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
20,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
21,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
22,79. Huancavelica,Primaria,2 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361732 Primaria,,,,,,,,,,,,,,,,,,,,,,,
23,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
24,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
25,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
26,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Masculino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
27,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
28,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Femenino,Inicio,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
29,79. Huancavelica,Primaria,4 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361734 Primaria,,,,,,,,,,,,,,,,,,,,,,,
30,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
31,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
32,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
33,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
34,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
35,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Femenino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
36,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
37,79. Huancavelica,Primaria,6 Primaria,36173,Rural,Masculino,Proceso,2024,SOLO 2024,PADD 2023 Y 2024,36173,361736 Primaria,,,,,,,,,,,,,,,,,,,,,,,
1,47. Loreto,Primaria,2 Primaria,60136,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,60136 MORALILLO,601362 Primaria,,,,,,,,,,,,,,,,,,,,,,,
2,47. Loreto,Primaria,4 Primaria,60136,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,60136 MORALILLO,601364 Primaria,,,,,,,,,,,,,,,,,,,,,,,
3,47. Loreto,Primaria,4 Primaria,60136,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,60136 MORALILLO,601364 Primaria,,,,,,,,,,,,,,,,,,,,,,,
4,47. Loreto,Primaria,6 Primaria,60136,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,60146 MORALILLO,601366 Primaria,,,,,,,,,,,,,,,,,,,,,,,
5,47. Loreto,Primaria,6 Primaria,60136,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2024,60136 MORALILLO,601366 Primaria,,,,,,,,,,,,,,,,,,,,,,,
6,47. Loreto,Primaria,2 Primaria,6010102,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101022 Primaria,,,,,,,,,,,,,,,,,,,,,,,
7,47. Loreto,Primaria,2 Primaria,6010102,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101022 Primaria,,,,,,,,,,,,,,,,,,,,,,,
8,47. Loreto,Primaria,2 Primaria,6010102,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101022 Primaria,,,,,,,,,,,,,,,,,,,,,,,
9,47. Loreto,Primaria,4 Primaria,6010102,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101024 Primaria,,,,,,,,,,,,,,,,,,,,,,,
10,47. Loreto,Primaria,4 Primaria,6010102,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101024 Primaria,,,,,,,,,,,,,,,,,,,,,,,
11,47. Loreto,Primaria,4 Primaria,6010102,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101024 Primaria,,,,,,,,,,,,,,,,,,,,,,,
12,47. Loreto,Primaria,4 Primaria,6010102,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101024 Primaria,,,,,,,,,,,,,,,,,,,,,,,
13,47. Loreto,Primaria,4 Primaria,6010102,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101024 Primaria,,,,,,,,,,,,,,,,,,,,,,,
14,47. Loreto,Primaria,6 Primaria,6010102,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101026 Primaria,,,,,,,,,,,,,,,,,,,,,,,
15,47. Loreto,Primaria,6 Primaria,6010102,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2024,6010102 VILLA BUEN PASTOR,60101026 Primaria,,,,,,,,,,,,,,,,,,,,,,,
16,47. Loreto,Primaria,2 Primaria,601448,Rural,Femenino,Proceso,2024,2023 Y 2024,PADD 2023 Y 2024,601448 NUEVO MILAGRO,6014482 Primaria,,,,,,,,,,,,,,,,,,,,,,,
17,47. Loreto,Primaria,2 Primaria,601448,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,601448 NUEVO MILAGRO,6014482 Primaria,,,,,,,,,,,,,,,,,,,,,,,
18,47. Loreto,Primaria,2 Primaria,601448,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,601448 NUEVO MILAGRO,6014482 Primaria,,,,,,,,,,,,,,,,,,,,,,,
19,47. Loreto,Primaria,4 Primaria,601448,Rural,Masculino,Inicio,2024,LOS 3 AÑOS,PADD 2023 Y 2024,601448 NUEVO MILAGRO,6014484 Primaria,,,,,,,,,,,,,,,,,,,,,,,
